id,pacer_court_id,pacer_has_rss_feed,pacer_rss_entry_types,date_last_pacer_contact,fjc_court_id,date_modified,in_use,has_opinion_scraper,has_oral_argument_scraper,position,citation_string,short_name,full_name,url,start_date,end_date,jurisdiction,notes,parent_court_id
"rid","161","t","all",,"03","2023-10-03 01:23:44.823283+00","t","f","f","248.5","D.R.I.","D. Rhode Island","District Court, D. Rhode Island","http://www.rid.uscourts.gov/",,,"FD","Lawbox","usdistct"
"scd","163","t","all",,"20","2023-10-03 01:23:44.83925+00","t","f","f","248.6","D.S.C.","D. South Carolina","District Court, D. South Carolina","http://www.scd.uscourts.gov/",,,"FD","Lawbox","usdistct"
"southcarolinaed",,,"",,"","2023-10-03 01:23:44.851437+00","t","f","f","249","E.D.S.C.","E.D. South Carolina","District Court, E.D. South Carolina","http://www.scd.uscourts.gov/","1823-02-21","1965-10-07","FD","Lawbox","usdistct"
"southcarolinawd",,,"",,"","2023-10-03 01:23:44.867692+00","t","f","f","249.1","W.D.S.C.","W.D. South Carolina","District Court, W.D. South Carolina","http://www.ncwd.uscourts.gov/","1823-02-21","1965-10-07","FD","Lawbox","usdistct"
"sdd","165","t","all",,"69","2023-10-03 01:23:44.883364+00","t","f","f","249.5","D.S.D.","D. South Dakota","District Court, D. South Dakota","http://www.sdd.uscourts.gov/",,,"FD","Lawbox","usdistct"
"tned","167","t","all",,"49","2023-10-03 01:23:44.901854+00","t","f","f","249.6","E.D. Tenn.","E.D. Tennessee","District Court, E.D. Tennessee","http://www.tned.uscourts.gov/",,,"FD","Lawbox","usdistct"
"tnwd","171","t","all",,"51","2023-10-03 01:23:44.93531+00","t","f","f","249.8","W.D. Tenn.","W.D. Tennessee","District Court, W.D. Tennessee","http://www.tnwd.uscourts.gov/",,,"FD","Lawbox","usdistct"
"txnd","177","t","order,order-cr,charge-cr,cmp,answer",,"39","2023-10-03 01:23:45.01368+00","t","f","f","250.1","N.D. Tex.","N.D. Texas","District Court, N.D. Texas","http://www.txnd.uscourts.gov/",,,"FD","Lawbox","usdistct"
"txsd","179","t","all",,"41","2023-10-03 01:23:45.026191+00","t","f","f","250.5","S.D. Tex.","S.D. Texas","District Court, S.D. Texas","http://www.txs.uscourts.gov/",,,"FD","","usdistct"
"txwd","181","t","all",,"42","2023-10-03 01:23:45.03483+00","t","f","f","251","W.D. Tex.","W.D. Texas","District Court, W.D. Texas","http://www.txwd.uscourts.gov/",,,"FD","","usdistct"
"utd","183","t","order,order-cr,motion",,"88","2023-10-03 01:23:45.04107+00","t","f","f","251.1","D. Utah","D. Utah","District Court, D. Utah","http://www.utd.uscourts.gov/",,,"FD","Lawbox","usdistct"
"vtd","185","t","all",,"10","2023-10-03 01:23:45.053779+00","t","f","f","252","D. Vt.","D. Vermont","District Court, D. Vermont","http://www.vtd.uscourts.gov/",,,"FD","Lawbox","usdistct"
"vad",,,"",,"","2023-10-03 01:23:45.072876+00","f","f","f","278","D. Va.","D. Virginia","District Court, D. Virginia","","1789-09-24","1819-02-04","FD","","usdistct"
"vaed","189","f","",,"22","2023-10-03 01:23:45.079271+00","t","f","f","279","E.D. Va.","E.D. Virginia","District Court, E.D. Virginia","http://www.vaed.uscourts.gov/",,,"FD","Lawbox","usdistct"
"vawd","191","t","all",,"23","2023-10-03 01:23:45.085985+00","t","f","f","280","W.D. Va.","W.D. Virginia","District Court, W.D. Virginia","http://www.vawd.uscourts.gov/",,,"FD","Lawbox","usdistct"
"washd",,,"",,"","2023-10-03 01:23:45.095792+00","f","f","f","288","D. Wash.","D. Washington","District Court, D. Washington","","1890-04-05","1905-03-02","FD","","usdistct"
"waed","195","t","all",,"80","2023-10-03 01:23:45.106295+00","t","f","f","289","E.D. Wash.","E.D. Washington","District Court, E.D. Washington","http://www.waed.uscourts.gov/","1905-03-02",,"FD","Lawbox","usdistct"
"wawd","197","t","all",,"81","2023-10-03 01:23:45.119216+00","t","f","f","290","W.D. Wash.","W.D. Washington","District Court, W.D. Washington","http://www.wawd.uscourts.gov/","1905-03-02",,"FD","Lawbox","usdistct"
"wvad",,"f","",,"","2023-10-03 01:23:45.135263+00","f","f","f","293","D. W.Va.","D. West Virginia","District Court, D. West Virginia","","1864-06-11","1901-01-22","FD","","usdistct"
"wvnd","199","t","all",,"24","2023-10-03 01:23:45.144965+00","t","f","f","294","N.D.W. Va.","N.D. West Virginia","District Court, N.D. West Virginia","http://www.wvnd.uscourts.gov/",,,"FD","Lawbox","usdistct"
"wvsd","201","t","all",,"25","2023-10-03 01:23:45.163246+00","t","f","f","295","S.D.W. Va","S.D. West Virginia","District Court, S.D. West Virginia","http://www.wvsd.uscourts.gov/",,,"FD","Lawbox","usdistct"
"wisd",,,"",,"","2023-10-03 01:23:45.173686+00","f","f","f","296","D. Wis.","D. Wisconsin","District Court, D. Wisconsin","","1848-05-29","1870-06-30","FD","","usdistct"
"wied","203","t","all",,"57","2023-10-03 01:23:45.187247+00","t","f","f","297","E.D. Wis.","E.D. Wisconsin","District Court, E.D. Wisconsin","http://www.wied.uscourts.gov/",,,"FD","Lawbox","usdistct"
"wiwd","205","t","all",,"58","2023-10-03 01:23:45.198561+00","t","f","f","298","W.D. Wis.","W.D. Wisconsin","District Court, W.D. Wisconsin","http://www.wiwd.uscourts.gov/",,,"FD","Lawbox","usdistct"
"wyd","207","t","all",,"89","2023-10-03 01:23:45.209645+00","t","f","f","299","D. Wyo.","D. Wyoming","District Court, D. Wyoming","http://www.wyd.uscourts.gov/",,,"FD","Lawbox","usdistct"
"canalzoned",,,"",,"","2023-10-03 01:23:45.223328+00","t","f","f","299.1","D.C.Z.","District Court, Canal Zone","District Court, Canal Zone","https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Canal_Zone","1937-07-26","1982-03-31","FD","Lawbox.","usdistct"
"gud","59","t","all",,"93","2023-10-03 01:23:45.236014+00","t","f","f","299.3","D. Guam","D. Guam","District Court, D. Guam","http://www.gud.uscourts.gov/",,,"FD","Lawbox","usdistct"
"nmid","139","t","order,order-cr,motion",,"94","2023-10-03 01:23:45.24641+00","t","f","f","299.4","N. Mar. I.","Northern Mariana Islands","District Court, Northern Mariana Islands","http://www.nmid.uscourts.gov/",,,"FD","Lawbox. Includes Bankruptcy Division.","usdistct"
"prd","159","t","all",,"04","2023-10-03 01:23:45.261157+00","t","f","f","299.5","D.P.R.","D. Puerto Rico","District Court, D. Puerto Rico","http://www.prd.uscourts.gov/",,,"FD","Lawbox","usdistct"
"vid","193","t","order,order-cr",,"91","2023-10-03 01:23:45.276847+00","t","f","f","299.9","D.V.I.","Virgin Islands","District Court, Virgin Islands","http://www.vid.uscourts.gov/",,,"FD","Lawbox","usdistct"
"circtwdar",,,"",,"","2023-10-03 01:23:45.367195+00","f","f","f","300.03","","U.S. Circuit Court for the District of Western Arkansas","U.S. Circuit Court for the District of Western Arkansas","","1851-01-01","1911-12-31","F","","uscirct"
"circtdterrar",,,"",,"","2023-10-03 01:23:45.37706+00","f","f","f","300.035","","U.S. Circuit Court for the District of Territory of Arkansas","U.S. Circuit Court for the District of Territory of Arkansas","","1819-01-01","1836-12-31","F","","uscirct"
"circtdca",,,"",,"","2023-10-03 01:23:45.390769+00","f","f","f","300.04","","U.S. Circuit Court for the District of California","U.S. Circuit Court for the District of California","","1855-01-01","1863-12-31","F","","uscirct"
"circtndca",,,"",,"","2023-10-03 01:23:45.404709+00","f","f","f","300.045","","U.S. Circuit Court for the District of Northern California","U.S. Circuit Court for the District of Northern California","","1863-01-01","1911-12-31","F","","uscirct"
"circtsdca",,,"",,"","2023-10-03 01:23:45.42253+00","f","f","f","300.05","","U.S. Circuit Court for the District of Southern California","U.S. Circuit Court for the District of Southern California","","1863-01-01","1911-12-31","F","","uscirct"
"circtdco",,,"",,"","2023-10-03 01:23:45.443228+00","f","f","f","300.055","","U.S. Circuit Court for the District of Colorado","U.S. Circuit Court for the District of Colorado","","1876-01-01","1911-12-31","F","","uscirct"
